web-scraper-order,web-scraper-start-url,product,product-href,product_name,product_rating,rating_amount,price,product_sold,condition,unit_weight,category,store_name,store_rating,store_location,description,image_1-src
"1661935840-1060","https://www.tokopedia.com/search?page=9&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","MacBook Pro 13"" 2017 Without TouchBar MPXT2 i5|8|256GB GRAYRp12.950.000Jakarta SelatanARRA OFFICIAL STORE4.9Terjual 40+","https://www.tokopedia.com/arraofficialstore/macbook-pro-13-2017-without-touchbar-mpxt2-i5-8-256gb-gray-silver?extParam=ivf%3Dfalse%26src%3Dsearch","MacBook Pro 13"" 2017 Without TouchBar MPXT2 i5|8|256GB GRAY - Silver","4.9","(29 rating)","Rp12.950.000","Terjual 40+","Bekas","6.000 Gram","Laptop Consumer","ARRA OFFICIAL STORE","4.9","Jakarta Selatan","#TANYA AJA DULU 😊 ************************************************** Spesifikasi : 2.3GHz Dual Core Intel Core i5 8GB RAM 256GB flash storage [SSD] VGA Intel Iris Graphics 640 Wi-Fi,Bluetooth,Camera 13.3 inch LED MacOs Big sur Kondisi: Unit SECOND Normal 100% Mulus 90% ada sedikit lecet bekas pemakaian (Detail foto silahkan chat) Cycle Count Rendah dibawah700 LCD bersih tidak ada dead pixel/Whitespot Keyboard,dan semua port berfungsi Normal Full aplikasi, Unit siap pakai Ready Warna Space Gray Harga sudah NETT Kelengkapan : Unit dan Charger (No Box) Garansi : 30 Hari *SK BERLAKU ************************************************************************************ Pengiriman menggunakan packing kayu silahkan request ke Admin ************************************************************************************","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/12/15/55ae61f9-476d-40c1-8407-4543b5a7f308.jpg.webp?ect=4g"
"1661937729-1132","https://www.tokopedia.com/search?page=8&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","Macbook Pro Retina 13 early 2015 MF839Rp8.500.000CashbackJakarta Utaralabcom5.0Terjual 15","https://www.tokopedia.com/labcom/macbook-pro-retina-13-early-2015-mf839?extParam=ivf%3Dfalse%26src%3Dsearch","Macbook Pro Retina 13 early 2015 MF839","5","(4 rating)","Rp8.500.000","Terjual 15","Bekas","4 kg","Laptop Consumer","labcom","5.0","Jakarta Utara","Macbook Pro Retina 13 early 2015
(MF839LL) 
- Intel Core i5 @ 2,7 GHz
- RAM 8GB - 1867 MHz
- SSD 128 GB
- Intel iris graphics 6100 1536MB
cc: variasi

Kondisi fisik mulus 95-98% like new 
pemakaian terawat
all fungsi normal no minus
Layar bening, logo/backlite menyala
kelengkapan unit dan magsafe
free tas
garansi toko 3 minggu
harga netto","https://images.tokopedia.net/img/cache/100-square/product-1/2019/3/10/356334294/356334294_747a2e9f-2c41-45cb-8c38-f496697c255d_1080_1080.jpg.webp?ect=4g"
"1661940024-1200","https://www.tokopedia.com/search?page=7&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","MYD82 Macbook Pro M1 2020 Apple M1 8GB 256GB-SPACE GRAYRp18.565.000Jakarta PusatStore Apple ID4.9Terjual 27","https://www.tokopedia.com/storeappleid/myd82-macbook-pro-m1-2020-apple-m1-8gb-256gb-space-gray?extParam=ivf%3Dfalse%26src%3Dsearch","MYD82 Macbook Pro M1 2020 Apple M1 8GB 256GB-SPACE GRAY","4.9","(7 rating)","Rp18.565.000","Terjual 27","Baru","3 kg","Laptop Consumer","Store Apple ID","5.0","Jakarta Pusat","Free Softcase Selama Persediaan Masih Ada, Happy Shopping 😊

Free Install Office 2019 dan Adobe,jika mau diinstall ,Unit Buka Segel dan kita Unboxing sebelom dikirim.
jika tidak mau di install dari kita boleh beli tambahan paket software for mac flasdisk 32GB Rp.150.000,- Dan yang OTG Rp.170.000,-
Jika Kurang Paham Boleh Tanya Lebih Lanjut melalui chat ,thank you.

GARANSI RESMI INDONESIA 1TAHUN .


13.3INCH
APPLE M1 CHIP 8CORE CPU AND 8CORE GPU 16CORENEURAL ENGINE
8GB
256GB SSD
TOUCH BAR","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/10/fe4a46ff-c3a1-4d49-95d0-660c9c58af47.jpg.webp?ect=4g"
"1661933969-1007","https://www.tokopedia.com/search?page=9&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","Macbook Air 2012 / 2013 / 2014 11 inch - Core i5 Ram 4Gb SECONDRp4.149.000CashbackJakarta PusatCERATECH5.0Terjual 8","https://www.tokopedia.com/ceratech/macbook-air-2012-2013-2014-11-inch-core-i5-ram-4gb-second-2011-ram-2-128?extParam=ivf%3Dfalse%26src%3Dsearch","Macbook Air 2012 / 2013 / 2014 11 inch - Core i5 Ram 4Gb SECOND - 2011 RAM 2/128","5","(7 rating)","Rp4.149.000","Terjual 8","Bekas","4.000 Gram","Laptop Consumer","CERATECH","4.8","Jakarta Pusat","WELCOME TO CERATECH
SELAMAT DATANG & SELAMAT BERBELANJA💻

Spesifikasi :
- Layar 11 inch, dengan Resolusi 1366 x 768
- Processor Intel Core i5
- RAM 2 / 4 / 8 GB DDR 3
- SSD 128 GB
- Intel HD Graphics 5000
- macOS (Updateable)
- Keyboard backlit , Kamera , Speaker , Wifi (fungsional normal 100%)
- Normal tested siap pakai. Windows, OFFICE Aktif
- Kondisi Fisik 90%, ada lecet bekas pemakaian
- Kelengkapan unit laptop dan Charger

Kenapa harus di CERATECH ???
1. Quality Check✅
2. Sudah pasti bergaransi✅
Garansi mesin 30 hari sejak barang di terima. Garansi berlaku apabila anda sudah menyelesaikan pesanan dan memberikan feedback positif serta ulasan bintang lima ⭐⭐⭐⭐⭐
3. Banyak bonusnya✅

📍Alamat lengkapnya di Harco Mangga Dua Lantai Dasar blok B no 86, Jakarta Pusat
https://wa.me/6285272023743

Jika ingin mencari produk macbook yang lain silahkan klik link dibawah ini ya kak :
https://www.tokopedia.com/ceratech/product?q=macbook&amp;srp_component_id=02.01.00.00&srp_page_id=77818&srp_page_title=CERATECH&navsource=shop

Yuk di order!","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/2/8/92b09fa4-8e2b-46b4-8582-d76c280dfe8a.jpg.webp?ect=4g"
"1661941286-1230","https://www.tokopedia.com/search?page=6&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","Macbook Air Early 2014 i5 11 Core i5 4GB 128GB Not 13 Pro i7 2015Rp3.699.000CashbackBekasiCEMPAKA COMP5.0Terjual 19","https://www.tokopedia.com/sinar-cempaka/macbook-air-early-2014-i5-11-core-i5-4gb-128gb-not-13-pro-i7-2015?extParam=ivf%3Dfalse%26src%3Dsearch","Macbook Air Early 2014 i5 11 Core i5 4GB 128GB Not 13 Pro i7 2015","5","(13 rating)","Rp3.699.000","Terjual 19","Bekas","3 kg","Laptop Consumer","CEMPAKA COMP","4.8","Kota Bekasi","SELAMAT DATANG DI CEMPAKA COMP TEMPAT LAPTOP BERKUALITAS PREMIUM DENGAN HARGA GROSIR DAN BARGARANSI 1 BULAN
JADI KAKAK JANGAN RAGU BELANJA DI KITA , KARENA JAMINAN MUTU DAN KUALITAS SERTA PELAYANAN YANG RAMAH DAN BERSAHABAT 😊 

Spesifikasi
- Processor Intel Core i5
- VGA Intel HD Graphics 5000
- RAM 4GB DDR3
- SSD 128GB
- Display: 11,6” (1366x768)
- Keyboard nyala
- Webcam, Wireless, Bluetooth
- Interface: 2x USB 3.0, 1x Thunderbolt 2, Audio,

Battery -/+ 3 jam cc 420 Battery Helath 89,6%
dll

Kondisi fisik +/- 95% Muluss , Mesin 100% working, Garansi retur jika tidak sesuai dengan ket iklan selama masa jaminan TOKPED.
more infonya bisa nanya om google ya ghan..

Kelengkapan : Macbook , charger, Tas

Minus :
- ada Dent Eks pemakaian wajar aja ( Cek Foto & Video )

Banyak PLUSS nya Kak 
1. Bergaransi 1 Bulan dengan syarat al :
-	Tidak memberikan Ulasan Negatif dan dibawah bintang 4
-	Konfirmasi Ulasan Max 2x24 Jam saat barang di terima
-	Follow SOSMED kita Cempaka COMP  biar tambah silaturrahmi
-	Wajib VIDEO UNBOXING saat Unit diterima ya kak
2.	UNIT FOTO dan VIDEO Asli & sudah di QC Dengan Baik sehingga diterima oleh pembeli sesuai dengan Deskripsi
3.	Pelayanan Yang Ramah dari CS Cempaka COMP
4.	After Sale yang Good, walaupun sudah lewat Garansi masih di layani dengan baik

Yang Mau datang atau COD ke Workshop kami juga bisa kok di JATIASIH -Bekasi
Bagi yang tidak Bisa datang Langsung Order aja ya kak , kita jamin Paking yang aman sampai TUJUAN 😊

YUKK Tunggu Apalagi jika COCOK Langsung ORDER , HAPPY SHOPPING
MY (250822)","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/8/25/a4255b4c-be36-4294-b6e9-a46751d5af66.jpg.webp?ect=4g"
"1661933032-961","https://www.tokopedia.com/search?page=10&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","MacBook Air Early 2015 Core i5 Ram 8GB Ssd 256GB 13.3"" Good ConditionRp7.425.0001%Rp7.500.000Jakarta PusatSTARK COM5.0Terjual 8","https://www.tokopedia.com/starkcomid/macbook-air-early-2015-core-i5-ram-8gb-ssd-256gb-13-3-good-condition?extParam=ivf%3Dfalse%26src%3Dsearch","MacBook Air Early 2015 Core i5 Ram 8GB Ssd 256GB 13.3"" Good Condition","5","(6 rating)","Rp7.425.000","Terjual 8","Bekas","2.500 Gram","Ultrabook","STARK COM","4.9","Jakarta Pusat","MacBook Air Early 2015 13.3 inch

Buruan diorder sebelum kehabisan

Benar benar like new, cycle count kecil 👍
Grab it FAST 😍 LIMITED STOCK

Core i5 Vga Intel HD 6000
Ram 8gb Ssd 256gb 13.3 inch

Specs:
MacBook Air 13.3 inch tahun 2015 Awal
Core i5 1.6ghz Dual - Core
Ddr3 1600 MHz
Ram 8gb
Ssd 256gb
Vga intel graphic 6000 (1536mb)
Resolusi 1440x900
Port usb 2
Port mini display
Microphone jack

Included Package :
Os Big Sur tinggal pakai saja
Office

Kelengkapan :
1 unit MacBook
1 unit Charger Bawaan
1 Tas Laptop (Bonus)

Garansi Toko 1 Bulan

*Tidak ada dus ori dan kitab kitabnya (second)*

Kondisi: kemulusan 98% mulus seperti barang baru, Fungsi 100%, ga ada kerusakan sama sekali dan dijamin memuaskan.

Terima Kasih, Selamat Berbelanja, dan Salam
STARK COM
Personal Whatsapp : 08118168978","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/26/fc1d6592-2c73-4c7e-b5b1-6bf35be6a220.jpg.webp?ect=4g"
"1661945294-1468","https://www.tokopedia.com/search?page=3&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","MacBook Air 11in Early 2015 Core i5 4GB SSD 128GBRp4.099.000CashbackBekasiCEMPAKA COMP5.0Terjual 7","https://www.tokopedia.com/sinar-cempaka/macbook-air-11in-early-2015-core-i5-4gb-ssd-128gb?extParam=ivf%3Dfalse%26src%3Dsearch","MacBook Air 11in Early 2015 Core i5 4GB SSD 128GB","5","(4 rating)","Rp4.099.000","Terjual 7","Bekas","2 kg","Laptop Consumer","CEMPAKA COMP","4.8","Kota Bekasi","SELAMAT DATANG DI CEMPAKA COMP TEMPAT LAPTOP BERKUALITAS PREMIUM DENGAN HARGA GROSIR DAN BARGARANSI 1 BULAN
JADI KAKAK JANGAN RAGU BELANJA DI KITA , KARENA JAMINAN MUTU DAN KUALITAS SERTA PELAYANAN YANG RAMAH DAN BERSAHABAT 😊 

Spesifikasi
- Processor Intel Core i5
- VGA Intel Graphics 6000
- RAM 4GB DDR3
- SSD 128GB
- Display: 11.6 inch
- Keyboard nyala
- Webcam, Wireless, Bluetooth
- Interface: 2x USB 3.0, 2x Thunderbolt 2, Audio, Card Reader

Battery -/+ 3 jam cc 341 . BatteryHealth 91%
dll

Kondisi fisik +/- 90% kategori Muluss , Mesin 100% working, Garansi retur jika tidak sesuai dengan ket iklan selama masa jaminan TOKPED.
more infonya bisa nanya om google ya ghan..

Kelengkapan : Macbook , charger, Tas

Minus :
- ada Dent, tapi tidak mempengaruhi Performa (cek Foto dan Video)

Banyak PLUSS nya Kak 
1. Bergaransi 1 Bulan dengan syarat al :
-	Tidak memberikan Ulasan Negatif dan dibawah bintang 4
-	Konfirmasi Ulasan Max 2x24 Jam saat barang di terima
-	Follow SOSMED kita Cempaka COMP  biar tambah silaturrahmi
-	Wajib VIDEO UNBOXING saat Unit diterima ya kak
2.	UNIT FOTO dan VIDEO Asli & sudah di QC Dengan Baik sehingga diterima oleh pembeli sesuai dengan Deskripsi
3.	Pelayanan Yang Ramah dari CS Cempaka COMP
4.	After Sale yang Good, walaupun sudah lewat Garansi masih di layani dengan baik

Yang Mau datang atau COD ke Workshop kami juga bisa kok di JATIASIH -Bekasi
Bagi yang tidak Bisa datang Langsung Order aja ya kak , kita jamin Paking yang aman sampai TUJUAN 😊

YUKK Tunggu Apalagi jika COCOK Langsung ORDER , HAPPY SHOPPING
MY (250822)","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/8/25/779f5ef1-e46c-4315-9eda-2d398d568735.jpg.webp?ect=4g"
"1661936346-1090","https://www.tokopedia.com/search?page=8&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","MacBook Pro Retina 2015 Core i5 8GB 256GB MF840 Bkn Mf841 117Rp7.850.000CashbackTangerang Selatanjakartalaptopcenter4.8Terjual 19","https://www.tokopedia.com/el-risar25/macbook-pro-retina-2015-core-i5-8gb-256gb-mf840-bkn-mf841-117-128-gb?extParam=ivf%3Dfalse%26src%3Dsearch","MacBook Pro Retina 2015 Core i5 8GB 256GB MF840 Bkn Mf841 117 - 128 gb","4.8","(12 rating)","Rp7.850.000","Terjual 19","Bekas","4.000 Gram","Laptop Consumer","jakartalaptopcenter","4.9","Kota Tangerang Selatan","0942. Ini baru Best sellernya MacBook Pro Retina sepanjang masa yang paling dicari yah, masih pakai USB umum biasa kita pakai belum USB tipe C dan logo apple masih nyala. Kondisi Nominus fungsi normal semua nggak ada kendala yah.
Enaknya lagi sudah banyak bonus aplikasi jadi tinggal pakai saja.
.
MacBook Pro Retina 2015 Core i5 Ram 8GB SSD 128GB
.
+ Spesifikasi
- Processor intel core i5 2.7Ghz with Turbo Bost.
- RAM 8GB
- SSD 128GB tersedia variant 256GB / 512GB / 1TB
- MacOS Catalina
- Keyboard dan logo backlite atau menyala
- VGA intel Iris Graphics 6100 1.5GB
- layar 13 inch IPS Retina display
- Batrai baru original Cycle Count cuma 1 saja status Normal Jaya.
- Full Capacity carging tembus 6600 mah.
- Batrai Normal -+ 5-6 jam bisa lebih Tergantung pemakaian*
.
+ Kelengkapan
- Unit Macbook
- Include Batrai
- Magsave / Carger
- Bonus Hardcase seharga - + 250.000*
.
+ Bonus Aplikasi
- Adobe After Efec
- Adobe Premier
- Adobe iluslator
- Adobe Photoshop
- Microsoft office 2919
.
+ Kondisi ( Nominus )
- Fungsi normal semua nggak ada kendala atau minus.
- Fisik -+ 90-95% Good Condition, selebihnya dent bekas pemakaian normal seqond, foto real Terlampir, bukan editan yah.
- Performa 100% Work Siap Pakai.
- Mesin belum pernah saya bongkar apalagi service.
- Performance 100% Work.
- Garansi personal 1 minggu.
- Lokasi Pondok aren bintaro.
- Bisa Cod ke lokasi langsung.
.
Nb:
- Foto Real Terlampir, jadi yang di lihat yang di dapat.
- Gojek dan jne sebelum jam 7 malam agar bisa dikirim hari yang sama. Kurir sicepat bisa sampai jam 8 malam*","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/8/14/eca99491-dd74-4493-92ce-33deb06f602d.jpg.webp?ect=4g"
"1661941987-1282","https://www.tokopedia.com/search?page=5&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","Apple MacBook Pro 2021 14 inch M1 Pro MKGP3 512GB MKGQ3 1TBRp29.700.000Jakarta Pusati-Solusition5.0Terjual 30+","https://www.tokopedia.com/ivsolusi/apple-macbook-pro-2021-14-inch-m1-pro-mkgp3-512gb-mkgq3-1tb-ibox-16-512-silver?extParam=ivf%3Dfalse%26src%3Dsearch","Apple MacBook Pro 2021 14 inch M1 Pro MKGP3 512GB MKGQ3 1TB - iBox, 16/512 silver","5","(14 rating)","Rp29.700.000","Terjual 30+","Baru","4 kg","Notebook","i-Solusition","5.0","Jakarta Pusat","New Macbook Pro 2021 14 inch.M1 Pro

READY GARANSI RESMI IBOX/RESMI INDONESIAiD/A

Spesifikasi :
macOS Monterey
Liquid Retina XDR display
14.2-inch (diagonal) Liquid Retina XDR display;1 3024-by-1964 native
Refresh rates
ProMotion technology for adaptive refresh rates up to 120Hz

Apple M1 Pro chip
(512GB SSD CONFIGURATION)
8-core CPU with 6 performance core and 2 efficiency cores
14-core GPU, 16-core Neural Engine
200GB/s memory bandwidth

(1TB SSD CONFIGURATION)
10-core CPU with 8 performance core and 2 efficiency cores
16-core GPU, 16-core Neural Engine
200GB/s memory bandwidth

16GB unified memory, 512GB - 1TB SSD

What's In the Box ?
- 14-inch MacBook Pro
- 67W USB-C Power Adapter (M1 Pro with 8-core CPU) or 96W USB-C Power Adapter (M1 Pro with 10-core CPU or M1 Max)
- USB-C to MagSafe 3 Cable (2 m)


Garansi Apple inter 1 Tahun.
Garansi Resmi iBox / Resmi Indonesia. 1 Tahun

NB. Mohon untuk di videoin waktu unboxing. kalo Motot (Mati total) ganti Unit baru.","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/24/199e73b8-243c-4137-a361-738fd7be96fd.jpg.webp?ect=4g"
"1661941276-1229","https://www.tokopedia.com/search?page=6&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","Apple MacBook Pro M1 CTO 2020 16GB 256GB / 512GB / 1TBRp24.999.000Jakarta Pusattokohapedia4.9Terjual 60+","https://www.tokopedia.com/tokohapedia/apple-macbook-pro-m1-cto-2020-16gb-256gb-512gb-1tb-256gb?extParam=ivf%3Dfalse%26src%3Dsearch","Apple MacBook Pro M1 CTO 2020 16GB 256GB / 512GB / 1TB - 256GB","4.9","(37 rating)","Rp24.999.000","Terjual 60+","Baru","2,5 kg","Laptop Consumer","tokohapedia","4.9","Jakarta Pusat","GARANSI RESMI APPLE 

FREE OFFICE terbaru ! Lifetime !
DIBANTU INSTALL by Request
bisa install sendiri juga yah

Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine
16GB unified memory
256/512GB/1TB SSD storage¹
13-inch Retina display with True Tone
Magic Keyboard
Touch Bar and Touch ID
Force Touch trackpad
Two Thunderbolt / USB 4 ports

MEMBAYAR = SETUJU 
Budayakan Membaca sebelum membeli, barang yg kami jual sesuai iklan sesuai deksripsi

PRODUK :
1.BARANG DIJAMIN BRAND NEW IN BOX + SEGEL
2.Barang Asli dari APPLE STORE (tidak asli uang kembali 100%)
3.GARANSI 1 Tahun Resmi Apple INTERNASIONAL bisa klaim di semua negara termasuk INDO (TITIP KLAIM GRATIS)
4.GARANSI 7 Hari Tukar Baru Langsung (Sejak Barang Diterima)
5.Cek Resmi dan Garansi : checkcoverage.apple.com

TOKOHAPEDIA :
1.Order dikirim dihari yg sama, setelah order masuk
2.LUAR JAKARTA - JNE YES / TIKI ONS 1 Hari sampai
3.JAKARTA - Pilih GOJEK diganti KURIR KAMI, Dikarenakan rawan kehilangan (Mekanisme tanya langsung)
4.GOJEK : jika pembeli ingin tetap pilih gojek, semua kehilangan tetap kami bantu, klaimnya pembeli yg followup

NB: Kami tidak punya toko, toko fisik kami hanya untuk bantuan klaim

APA SAJA?? 
1.RESELLER Harga Khusus (Next Order)
2.Pembelian lebih dari 1pcs Harga NEGO
3.Pembelian disertai nota invoice untuk memudahkan proses klaim garansi
4.Markup Nota silakan info kami, Dropshipper AMAN


Tentang kami :
https://www.tokopedia.com/tokohapedia/review","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/6/8/73a99937-205e-4556-be21-695bf5c032a8.jpg.webp?ect=4g"
"1661939755-1175","https://www.tokopedia.com/search?page=7&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","Apple MacBook Pro 2021 M1 Max 16 inch RAM 16GB 512GB SSDRp33.229.000CashbackJakarta Utaragardaku5.0Terjual 13","https://www.tokopedia.com/gardaku/apple-macbook-pro-2021-m1-max-16-inch-ram-16gb-512gb-ssd-space-grey?extParam=ivf%3Dfalse%26src%3Dsearch","Apple MacBook Pro 2021 M1 Max 16 inch RAM 16GB 512GB SSD - Space Grey","5","(4 rating)","Rp33.229.000","Terjual 13","Baru","4,5 kg","Laptop Consumer","gardaku","5.0","Jakarta Utara","READY STOCK !!!
DIKIRIM DIHARI YANG SAMA

Apple MacBook Pro 2021 16 inch M1 Pro RAM 16GB 512GB SSD

In the Box
16-inch MacBook Pro
140W USB-C Power Adapter
USB-C to MagSafe 3 Cable (2 m)
*FREE OTG 6 in 1

Apple M1 Pro chip
10-core CPU with 8 performance cores and 2 efficiency cores
16-core GPU
16-core Neural Engine
200GB/s memory bandwidth

Display
Liquid Retina XDR display
16.2-inch (diagonal) Liquid Retina XDR display;1 3456-by-2234 native
resolution at 254 pixels per inch

Battery andPower2
Up to 21 hours Apple TV app movie playback
Up to 14 hours wireless web
100-watt-hour lithium-polymer battery2
140W USB-C Power Adapter
USB-C to MagSafe 3 Cable
Fast-charge capable with included 140W USB-C Power Adapter

Size and Weight
Height 0.66 inch (1.68 cm)
Width: 14.01 inches (35.57 cm)
Depth: 9.77 inches (24.81 cm)
Weight (M1 Pro): 4.7 pounds (2.1 kg)4
Weight (M1 Max): 4.8 pounds (2.2 kg)4","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/6/6/fbe821c7-1e27-4277-bd7e-0bf5bb44ce5b.jpg.webp?ect=4g"
"1661936270-1083","https://www.tokopedia.com/search?page=8&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","MacBook Pro 2021 M1 PRO 16"" 32GB 16GB / 1TB 512GB Grey Silver M1XRp32.999.000Jakarta PusatMisterPonsel5.0Terjual 100+","https://www.tokopedia.com/misterponsel8/macbook-pro-2021-m1-pro-16-32gb-16gb-1tb-512gb-grey-silver-m1x-inter-512gb-prosilver?extParam=ivf%3Dfalse%26src%3Dsearch","MacBook Pro 2021 M1 PRO 16"" 32GB 16GB / 1TB 512GB Grey Silver M1X - INTER, 512GB PROSilver","5","(14 rating)","Rp32.999.000","Terjual 100+","Baru","3.900 Gram","Ultrabook","MisterPonsel","4.9","Jakarta Pusat","BONUS : MS OFFICE + SCREEN PROCTETOR / ADAPTER STEKER
* MS Office bisa di instalkan / instal sendiri
* Semua bonus WAJIB di note pada kolom note orderan
* Bonus Terbatas tidak bisa dikomplain!

Aksesoris :
https://www.tokopedia.com/misterponsel8/etalase/accessories-macbook

Review pelanggan MISTER PONSEL :
https://www.tokopedia.com/misterponsel8/review

Sekilas info tentang kami :
1. Brand new - Original - Segel
2. Garansi Resmi Apple 1 Tahun, Garansi Toko 7 Hari
3. Gratis Ongkir & Asuransi + Cashback up to 300rb + Bisa COD
4. Positif review 99 % dari 100 % kepuasan customer
5. Sudah melayani 100,000 ++ customer secara online
6. After sales yg siap melayani anda selama 24 jam

- RESELLER / DROPSHIPER Welcome
- SPECIALPRICE untuk repeat order
- Menerima pengadaan kantor atau perusahaan
- Kami memiliki offline store untuk pelayanan AFTERSALES
- Bisa self pickup di toko kami (Wajib Konfirmasi)

Include in the Box :
140W USB-C Power Adapter
USB-C to MagSafe 3 Cable (2 m)

PILIHAN GARANSI :
Inter, Apple International *claim di IBOX/QCD/Mitracare Indonesia
iBox, Apple Indonesia
Regional Jepang, Keyboard ada huruf Jepang bisa di setting seperti keyboard pada umumnya selebihnya sama.

# PILIHAN WARNA : Space Gray | Silver

Spesifikasi :

Variant 16inch Pro
Apple M1 Pro 10-Core Chip
RAM 16GB
16.2"" 3456 x 2234 Liquid Retina XDR Screen
Wi-Fi 6 (802.11ax) | Bluetooth 5.0
Thunderbolt 4 | HDMI | MagSafe 3
SDXC Slot | FaceTime HD 1080p Camera
Backlit Magic Keyboard
Force Touch Trackpad | Touch ID Sensor

Variant 16inch M1 Max
Apple M1 Max 10-Core Chip
RAM 32GB
16.2"" 3456 x 2234 Liquid Retina XDR Screen
Wi-Fi 6 (802.11ax) | Bluetooth 5.0
Thunderbolt 4 | HDMI | MagSafe 3
SDXC Slot | FaceTime HD 1080p Camera
Backlit Magic Keyboard
Force Touch Trackpad | Touch ID Sensor","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/8/2/d4513dd6-76f2-433d-beb3-ec44530b5846.jpg.webp?ect=4g"
"1661936290-1085","https://www.tokopedia.com/search?page=8&q=macbook&rt=4%2C5&source=universe&srp_component_id=02.02.01.01&st=product","New Macbook Pro M1 Pro 14 inch 2021 16GB/512GB 16GB/1TBRp28.307.000CashbackJakarta PusatVPAO STORE5.0Terjual 1","https://www.tokopedia.com/vpaostore/new-macbook-pro-m1-pro-14-inch-2021-16gb-512gb-16gb-1tb-16gb-512gb-silver?extParam=ivf%3Dfalse%26src%3Dsearch","New Macbook Pro M1 Pro 14 inch 2021 16GB/512GB 16GB/1TB - 16GB/512GB, Silver","5","(1 rating)","Rp28.307.000","Terjual 1","Baru","3.000 Gram","Laptop Consumer","VPAO STORE","4.8","Jakarta Pusat","Apple M1 Pro chip
8-core CPU with 6 performance cores
and 2 efficiency cores
14-core GPU
16-core Neural Engine
200GB/s memory bandwidth

In the Box
14-inch MacBook Pro
67W USB-C Power Adapter (M1 Pro with 8-core CPU) or 96W USB-C Power Adapter (M1 Pro with 10-core CPU or M1 Max)
USB-C to MagSafe 3 Cable (2 m)

JIKA SUDAH CHECK OUT MAKA KAMI ANGGAP SUDAH SETUJU DENGAN PERATURAN TOKO KAMI

Dear Customer
mohon untuk video unboxing setiap pembelian
untuk segala keluhan dalam pesanan bisa di proses jika ada video unboxing nya dari buka paket sampai unit nya di nyalakan tanpa jeda

1. garansi toko 3x24jam
2. garansi Apple 1 tahun Internasional bisa di bantu claim TIDAK TERMASUK KERUSAKAN FISIK DAN HUMAN ERROR
3. barang 100% original
4. brand new in box
5. pengiriman instant TERJADWAL HANYA ADA SATU KALI DI JAM 4, maksimal order di jam 13.30 WIB
6. pengiriman BEBAS ONGKIR Sicepat dan Anteraja maksimal order di jam 16.00 WIB
7. UNTUK BONUS PRODUK NYA DI KIRIM SESUAI STOCK YANG ADA, TIDAK ADA KIRIMAN MENYUSUL UNTUK BONUS
8. garansi toko tidak meliputi RUSAK/HILANG karna ekspedisi dan HUMAN ERROR","https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/10/21/24a78ce6-a59c-4766-9e33-819bcea700d0.jpg.webp?ect=4g"
